## htsjdk.samtools.metrics.StringHeader
# picard.sam.markduplicates.MarkDuplicates INPUT=[../../stubdata/sortedbams_coord_bwa/SRR10141038.coordsort.bam] OUTPUT=../../stubdata/markdup_sortedbams_bwa/SRR10141038.markdup.bam METRICS_FILE=../../stubdata/markdup_sortedbams_bwa/SRR10141038.markdup_metrics.txt READ_NAME_REGEX=null    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Mon Apr 11 04:07:35 UTC 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
lib1	1585	2255453	9808	2513	854	512607	0	0.227384	4177579

## HISTOGRAM	java.lang.Double
BIN	VALUE
1.0	1
2.0	1.58281
3.0	1.922477
4.0	2.120438
5.0	2.235811
6.0	2.303052
7.0	2.342241
8.0	2.36508
9.0	2.378391
10.0	2.386149
11.0	2.390671
12.0	2.393306
13.0	2.394841
14.0	2.395737
15.0	2.396258
16.0	2.396562
17.0	2.396739
18.0	2.396843
19.0	2.396903
20.0	2.396938
21.0	2.396958
22.0	2.39697
23.0	2.396977
24.0	2.396981
25.0	2.396984
26.0	2.396985
27.0	2.396986
28.0	2.396986
29.0	2.396987
30.0	2.396987
31.0	2.396987
32.0	2.396987
33.0	2.396987
34.0	2.396987
35.0	2.396987
36.0	2.396987
37.0	2.396987
38.0	2.396987
39.0	2.396987
40.0	2.396987
41.0	2.396987
42.0	2.396987
43.0	2.396987
44.0	2.396987
45.0	2.396987
46.0	2.396987
47.0	2.396987
48.0	2.396987
49.0	2.396987
50.0	2.396987
51.0	2.396987
52.0	2.396987
53.0	2.396987
54.0	2.396987
55.0	2.396987
56.0	2.396987
57.0	2.396987
58.0	2.396987
59.0	2.396987
60.0	2.396987
61.0	2.396987
62.0	2.396987
63.0	2.396987
64.0	2.396987
65.0	2.396987
66.0	2.396987
67.0	2.396987
68.0	2.396987
69.0	2.396987
70.0	2.396987
71.0	2.396987
72.0	2.396987
73.0	2.396987
74.0	2.396987
75.0	2.396987
76.0	2.396987
77.0	2.396987
78.0	2.396987
79.0	2.396987
80.0	2.396987
81.0	2.396987
82.0	2.396987
83.0	2.396987
84.0	2.396987
85.0	2.396987
86.0	2.396987
87.0	2.396987
88.0	2.396987
89.0	2.396987
90.0	2.396987
91.0	2.396987
92.0	2.396987
93.0	2.396987
94.0	2.396987
95.0	2.396987
96.0	2.396987
97.0	2.396987
98.0	2.396987
99.0	2.396987
100.0	2.396987

