## htsjdk.samtools.metrics.StringHeader
# picard.sam.markduplicates.MarkDuplicates INPUT=[../../stubdata/sortedbams_coord_bwa/SRR10141071.coordsort.bam] OUTPUT=../../stubdata/markdup_sortedbams_bwa/SRR10141071.markdup.bam METRICS_FILE=../../stubdata/markdup_sortedbams_bwa/SRR10141071.markdup_metrics.txt READ_NAME_REGEX=null    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Mon Apr 11 05:24:26 UTC 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
lib1	933	1710359	16456	1213	399	238374	0	0.139449	5551555

## HISTOGRAM	java.lang.Double
BIN	VALUE
1.0	1
2.0	1.734852
3.0	2.274859
4.0	2.671684
5.0	2.963292
6.0	3.17758
7.0	3.33505
8.0	3.450768
9.0	3.535803
10.0	3.598291
11.0	3.64421
12.0	3.677954
13.0	3.702751
14.0	3.720973
15.0	3.734364
16.0	3.744204
17.0	3.751435
18.0	3.756749
19.0	3.760653
20.0	3.763523
21.0	3.765631
22.0	3.767181
23.0	3.768319
24.0	3.769156
25.0	3.769771
26.0	3.770223
27.0	3.770555
28.0	3.770799
29.0	3.770978
30.0	3.77111
31.0	3.771207
32.0	3.771278
33.0	3.77133
34.0	3.771369
35.0	3.771397
36.0	3.771418
37.0	3.771433
38.0	3.771444
39.0	3.771452
40.0	3.771458
41.0	3.771463
42.0	3.771466
43.0	3.771469
44.0	3.77147
45.0	3.771472
46.0	3.771473
47.0	3.771473
48.0	3.771474
49.0	3.771474
50.0	3.771474
51.0	3.771475
52.0	3.771475
53.0	3.771475
54.0	3.771475
55.0	3.771475
56.0	3.771475
57.0	3.771475
58.0	3.771475
59.0	3.771475
60.0	3.771475
61.0	3.771475
62.0	3.771475
63.0	3.771475
64.0	3.771475
65.0	3.771475
66.0	3.771475
67.0	3.771475
68.0	3.771475
69.0	3.771475
70.0	3.771475
71.0	3.771475
72.0	3.771475
73.0	3.771475
74.0	3.771475
75.0	3.771475
76.0	3.771475
77.0	3.771475
78.0	3.771475
79.0	3.771475
80.0	3.771475
81.0	3.771475
82.0	3.771475
83.0	3.771475
84.0	3.771475
85.0	3.771475
86.0	3.771475
87.0	3.771475
88.0	3.771475
89.0	3.771475
90.0	3.771475
91.0	3.771475
92.0	3.771475
93.0	3.771475
94.0	3.771475
95.0	3.771475
96.0	3.771475
97.0	3.771475
98.0	3.771475
99.0	3.771475
100.0	3.771475

