## htsjdk.samtools.metrics.StringHeader
# picard.sam.markduplicates.MarkDuplicates INPUT=[../../stubdata/sortedbams_coord_bwa/SRR10141033.coordsort.bam] OUTPUT=../../stubdata/markdup_sortedbams_bwa/SRR10141033.markdup.bam METRICS_FILE=../../stubdata/markdup_sortedbams_bwa/SRR10141033.markdup_metrics.txt READ_NAME_REGEX=null    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Mon Apr 11 03:54:18 UTC 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
lib1	692	1352778	5148	872	201	144306	0	0.106721	5881287

## HISTOGRAM	java.lang.Double
BIN	VALUE
1.0	1
2.0	1.794523
3.0	2.425789
4.0	2.927344
5.0	3.32584
6.0	3.642455
7.0	3.894013
8.0	4.093881
9.0	4.252681
10.0	4.37885
11.0	4.479095
12.0	4.558742
13.0	4.622023
14.0	4.672302
15.0	4.712249
16.0	4.743988
17.0	4.769205
18.0	4.789241
19.0	4.80516
20.0	4.817808
21.0	4.827857
22.0	4.835841
23.0	4.842185
24.0	4.847225
25.0	4.851229
26.0	4.854411
27.0	4.856939
28.0	4.858947
29.0	4.860543
30.0	4.861811
31.0	4.862818
32.0	4.863619
33.0	4.864255
34.0	4.86476
35.0	4.865161
36.0	4.86548
37.0	4.865734
38.0	4.865935
39.0	4.866095
40.0	4.866222
41.0	4.866323
42.0	4.866403
43.0	4.866467
44.0	4.866518
45.0	4.866558
46.0	4.86659
47.0	4.866615
48.0	4.866635
49.0	4.866651
50.0	4.866664
51.0	4.866674
52.0	4.866682
53.0	4.866689
54.0	4.866694
55.0	4.866698
56.0	4.866701
57.0	4.866704
58.0	4.866706
59.0	4.866707
60.0	4.866709
61.0	4.86671
62.0	4.86671
63.0	4.866711
64.0	4.866712
65.0	4.866712
66.0	4.866712
67.0	4.866713
68.0	4.866713
69.0	4.866713
70.0	4.866713
71.0	4.866713
72.0	4.866713
73.0	4.866713
74.0	4.866713
75.0	4.866713
76.0	4.866713
77.0	4.866713
78.0	4.866713
79.0	4.866713
80.0	4.866713
81.0	4.866713
82.0	4.866713
83.0	4.866713
84.0	4.866713
85.0	4.866713
86.0	4.866713
87.0	4.866713
88.0	4.866713
89.0	4.866713
90.0	4.866713
91.0	4.866713
92.0	4.866713
93.0	4.866714
94.0	4.866714
95.0	4.866714
96.0	4.866714
97.0	4.866714
98.0	4.866714
99.0	4.866714
100.0	4.866714

