## htsjdk.samtools.metrics.StringHeader
# picard.sam.markduplicates.MarkDuplicates INPUT=[../../stubdata/sortedbams_coord_bwa/SRR10141059.coordsort.bam] OUTPUT=../../stubdata/markdup_sortedbams_bwa/SRR10141059.markdup.bam METRICS_FILE=../../stubdata/markdup_sortedbams_bwa/SRR10141059.markdup_metrics.txt READ_NAME_REGEX=null    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Mon Apr 11 04:59:51 UTC 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
lib1	609	865647	2144	1679	203	65704	0	0.075992	5410073

## HISTOGRAM	java.lang.Double
BIN	VALUE
1.0	1
2.0	1.852138
3.0	2.578278
4.0	3.197049
5.0	3.724328
6.0	4.173642
7.0	4.55652
8.0	4.882785
9.0	5.160808
10.0	5.397721
11.0	5.599605
12.0	5.771637
13.0	5.918233
14.0	6.043152
15.0	6.149601
16.0	6.24031
17.0	6.317607
18.0	6.383474
19.0	6.439602
20.0	6.487431
21.0	6.528188
22.0	6.562919
23.0	6.592514
24.0	6.617733
25.0	6.639223
26.0	6.657536
27.0	6.673141
28.0	6.686438
29.0	6.69777
30.0	6.707426
31.0	6.715654
32.0	6.722665
33.0	6.72864
34.0	6.733731
35.0	6.73807
36.0	6.741767
37.0	6.744917
38.0	6.747602
39.0	6.749889
40.0	6.751839
41.0	6.7535
42.0	6.754915
43.0	6.756122
44.0	6.75715
45.0	6.758025
46.0	6.758772
47.0	6.759408
48.0	6.75995
49.0	6.760412
50.0	6.760805
51.0	6.76114
52.0	6.761426
53.0	6.76167
54.0	6.761877
55.0	6.762054
56.0	6.762205
57.0	6.762333
58.0	6.762443
59.0	6.762536
60.0	6.762615
61.0	6.762683
62.0	6.762741
63.0	6.76279
64.0	6.762832
65.0	6.762867
66.0	6.762898
67.0	6.762924
68.0	6.762946
69.0	6.762965
70.0	6.762981
71.0	6.762994
72.0	6.763006
73.0	6.763016
74.0	6.763024
75.0	6.763032
76.0	6.763038
77.0	6.763043
78.0	6.763047
79.0	6.763051
80.0	6.763054
81.0	6.763057
82.0	6.76306
83.0	6.763062
84.0	6.763063
85.0	6.763065
86.0	6.763066
87.0	6.763067
88.0	6.763068
89.0	6.763069
90.0	6.763069
91.0	6.76307
92.0	6.76307
93.0	6.763071
94.0	6.763071
95.0	6.763071
96.0	6.763072
97.0	6.763072
98.0	6.763072
99.0	6.763072
100.0	6.763072

