## htsjdk.samtools.metrics.StringHeader
# picard.sam.markduplicates.MarkDuplicates INPUT=[../../stubdata/sortedbams_coord_bwa/SRR10141060.coordsort.bam] OUTPUT=../../stubdata/markdup_sortedbams_bwa/SRR10141060.markdup.bam METRICS_FILE=../../stubdata/markdup_sortedbams_bwa/SRR10141060.markdup_metrics.txt READ_NAME_REGEX=null    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Mon Apr 11 05:02:21 UTC 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
lib1	814	1779459	11760	1222	318	345527	0	0.19422	3967456

## HISTOGRAM	java.lang.Double
BIN	VALUE
1.0	1
2.0	1.638576
3.0	2.046356
4.0	2.306755
5.0	2.473039
6.0	2.579225
7.0	2.647032
8.0	2.690332
9.0	2.717983
10.0	2.73564
11.0	2.746915
12.0	2.754115
13.0	2.758713
14.0	2.761649
15.0	2.763524
16.0	2.764722
17.0	2.765486
18.0	2.765974
19.0	2.766286
20.0	2.766485
21.0	2.766612
22.0	2.766693
23.0	2.766745
24.0	2.766778
25.0	2.7668
26.0	2.766813
27.0	2.766822
28.0	2.766827
29.0	2.766831
30.0	2.766833
31.0	2.766834
32.0	2.766835
33.0	2.766836
34.0	2.766836
35.0	2.766836
36.0	2.766837
37.0	2.766837
38.0	2.766837
39.0	2.766837
40.0	2.766837
41.0	2.766837
42.0	2.766837
43.0	2.766837
44.0	2.766837
45.0	2.766837
46.0	2.766837
47.0	2.766837
48.0	2.766837
49.0	2.766837
50.0	2.766837
51.0	2.766837
52.0	2.766837
53.0	2.766837
54.0	2.766837
55.0	2.766837
56.0	2.766837
57.0	2.766837
58.0	2.766837
59.0	2.766837
60.0	2.766837
61.0	2.766837
62.0	2.766837
63.0	2.766837
64.0	2.766837
65.0	2.766837
66.0	2.766837
67.0	2.766837
68.0	2.766837
69.0	2.766837
70.0	2.766837
71.0	2.766837
72.0	2.766837
73.0	2.766837
74.0	2.766837
75.0	2.766837
76.0	2.766837
77.0	2.766837
78.0	2.766837
79.0	2.766837
80.0	2.766837
81.0	2.766837
82.0	2.766837
83.0	2.766837
84.0	2.766837
85.0	2.766837
86.0	2.766837
87.0	2.766837
88.0	2.766837
89.0	2.766837
90.0	2.766837
91.0	2.766837
92.0	2.766837
93.0	2.766837
94.0	2.766837
95.0	2.766837
96.0	2.766837
97.0	2.766837
98.0	2.766837
99.0	2.766837
100.0	2.766837

