## htsjdk.samtools.metrics.StringHeader
# picard.sam.markduplicates.MarkDuplicates INPUT=[../../stubdata/sortedbams_coord_bwa/SRR10141022.coordsort.bam] OUTPUT=../../stubdata/markdup_sortedbams_bwa/SRR10141022.markdup.bam METRICS_FILE=../../stubdata/markdup_sortedbams_bwa/SRR10141022.markdup_metrics.txt READ_NAME_REGEX=null    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Mon Apr 11 03:28:16 UTC 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
lib1	700	1330587	4105	874	477	373213	0	0.280593	1903819

## HISTOGRAM	java.lang.Double
BIN	VALUE
1.0	1
2.0	1.49713
3.0	1.744268
4.0	1.867127
5.0	1.928204
6.0	1.958568
7.0	1.973662
8.0	1.981166
9.0	1.984897
10.0	1.986751
11.0	1.987673
12.0	1.988131
13.0	1.988359
14.0	1.988472
15.0	1.988529
16.0	1.988557
17.0	1.988571
18.0	1.988578
19.0	1.988581
20.0	1.988583
21.0	1.988584
22.0	1.988584
23.0	1.988584
24.0	1.988584
25.0	1.988584
26.0	1.988584
27.0	1.988584
28.0	1.988584
29.0	1.988584
30.0	1.988584
31.0	1.988584
32.0	1.988584
33.0	1.988584
34.0	1.988584
35.0	1.988584
36.0	1.988584
37.0	1.988584
38.0	1.988584
39.0	1.988584
40.0	1.988584
41.0	1.988584
42.0	1.988584
43.0	1.988584
44.0	1.988584
45.0	1.988584
46.0	1.988584
47.0	1.988584
48.0	1.988584
49.0	1.988584
50.0	1.988584
51.0	1.988584
52.0	1.988584
53.0	1.988584
54.0	1.988584
55.0	1.988584
56.0	1.988584
57.0	1.988584
58.0	1.988584
59.0	1.988584
60.0	1.988584
61.0	1.988584
62.0	1.988584
63.0	1.988584
64.0	1.988584
65.0	1.988584
66.0	1.988584
67.0	1.988584
68.0	1.988584
69.0	1.988584
70.0	1.988584
71.0	1.988584
72.0	1.988584
73.0	1.988584
74.0	1.988584
75.0	1.988584
76.0	1.988584
77.0	1.988584
78.0	1.988584
79.0	1.988584
80.0	1.988584
81.0	1.988584
82.0	1.988584
83.0	1.988584
84.0	1.988584
85.0	1.988584
86.0	1.988584
87.0	1.988584
88.0	1.988584
89.0	1.988584
90.0	1.988584
91.0	1.988584
92.0	1.988584
93.0	1.988584
94.0	1.988584
95.0	1.988584
96.0	1.988584
97.0	1.988584
98.0	1.988584
99.0	1.988584
100.0	1.988584

