## htsjdk.samtools.metrics.StringHeader
# picard.sam.markduplicates.MarkDuplicates INPUT=[../../stubdata/sortedbams_coord_bwa/SRR10141078.coordsort.bam] OUTPUT=../../stubdata/markdup_sortedbams_bwa/SRR10141078.markdup.bam METRICS_FILE=../../stubdata/markdup_sortedbams_bwa/SRR10141078.markdup_metrics.txt READ_NAME_REGEX=null    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Mon Apr 11 05:35:46 UTC 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
lib1	4528	1801438	5365	5404	4463	1722452	0	0.956191	78986

## HISTOGRAM	java.lang.Double
BIN	VALUE
1.0	1
2.0	1
3.0	1
4.0	1
5.0	1
6.0	1
7.0	1
8.0	1
9.0	1
10.0	1
11.0	1
12.0	1
13.0	1
14.0	1
15.0	1
16.0	1
17.0	1
18.0	1
19.0	1
20.0	1
21.0	1
22.0	1
23.0	1
24.0	1
25.0	1
26.0	1
27.0	1
28.0	1
29.0	1
30.0	1
31.0	1
32.0	1
33.0	1
34.0	1
35.0	1
36.0	1
37.0	1
38.0	1
39.0	1
40.0	1
41.0	1
42.0	1
43.0	1
44.0	1
45.0	1
46.0	1
47.0	1
48.0	1
49.0	1
50.0	1
51.0	1
52.0	1
53.0	1
54.0	1
55.0	1
56.0	1
57.0	1
58.0	1
59.0	1
60.0	1
61.0	1
62.0	1
63.0	1
64.0	1
65.0	1
66.0	1
67.0	1
68.0	1
69.0	1
70.0	1
71.0	1
72.0	1
73.0	1
74.0	1
75.0	1
76.0	1
77.0	1
78.0	1
79.0	1
80.0	1
81.0	1
82.0	1
83.0	1
84.0	1
85.0	1
86.0	1
87.0	1
88.0	1
89.0	1
90.0	1
91.0	1
92.0	1
93.0	1
94.0	1
95.0	1
96.0	1
97.0	1
98.0	1
99.0	1
100.0	1

