## htsjdk.samtools.metrics.StringHeader
# picard.sam.markduplicates.MarkDuplicates INPUT=[../../stubdata/sortedbams_coord_bwa/SRR10141048.coordsort.bam] OUTPUT=../../stubdata/markdup_sortedbams_bwa/SRR10141048.markdup.bam METRICS_FILE=../../stubdata/markdup_sortedbams_bwa/SRR10141048.markdup_metrics.txt READ_NAME_REGEX=null    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Mon Apr 11 04:30:32 UTC 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
lib1	171	1334748	1866	219	73	279186	0	0.209182	2728176

## HISTOGRAM	java.lang.Double
BIN	VALUE
1.0	1
2.0	1.613089
3.0	1.988967
4.0	2.219413
5.0	2.360697
6.0	2.447317
7.0	2.500422
8.0	2.532981
9.0	2.552942
10.0	2.56518
11.0	2.572683
12.0	2.577283
13.0	2.580103
14.0	2.581832
15.0	2.582892
16.0	2.583542
17.0	2.583941
18.0	2.584185
19.0	2.584335
20.0	2.584427
21.0	2.584483
22.0	2.584517
23.0	2.584538
24.0	2.584551
25.0	2.584559
26.0	2.584564
27.0	2.584567
28.0	2.584569
29.0	2.58457
30.0	2.584571
31.0	2.584571
32.0	2.584572
33.0	2.584572
34.0	2.584572
35.0	2.584572
36.0	2.584572
37.0	2.584572
38.0	2.584572
39.0	2.584572
40.0	2.584572
41.0	2.584572
42.0	2.584572
43.0	2.584572
44.0	2.584572
45.0	2.584572
46.0	2.584572
47.0	2.584572
48.0	2.584572
49.0	2.584572
50.0	2.584572
51.0	2.584572
52.0	2.584572
53.0	2.584572
54.0	2.584572
55.0	2.584572
56.0	2.584572
57.0	2.584572
58.0	2.584572
59.0	2.584572
60.0	2.584572
61.0	2.584572
62.0	2.584572
63.0	2.584572
64.0	2.584572
65.0	2.584572
66.0	2.584572
67.0	2.584572
68.0	2.584572
69.0	2.584572
70.0	2.584572
71.0	2.584572
72.0	2.584572
73.0	2.584572
74.0	2.584572
75.0	2.584572
76.0	2.584572
77.0	2.584572
78.0	2.584572
79.0	2.584572
80.0	2.584572
81.0	2.584572
82.0	2.584572
83.0	2.584572
84.0	2.584572
85.0	2.584572
86.0	2.584572
87.0	2.584572
88.0	2.584572
89.0	2.584572
90.0	2.584572
91.0	2.584572
92.0	2.584572
93.0	2.584572
94.0	2.584572
95.0	2.584572
96.0	2.584572
97.0	2.584572
98.0	2.584572
99.0	2.584572
100.0	2.584572

