## htsjdk.samtools.metrics.StringHeader
# picard.sam.markduplicates.MarkDuplicates INPUT=[../../stubdata/sortedbams_coord_bwa/SRR10141043.coordsort.bam] OUTPUT=../../stubdata/markdup_sortedbams_bwa/SRR10141043.markdup.bam METRICS_FILE=../../stubdata/markdup_sortedbams_bwa/SRR10141043.markdup_metrics.txt READ_NAME_REGEX=null    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Mon Apr 11 04:17:59 UTC 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
lib1	245	1680980	2401	311	93	258548	0	0.153824	4888538

## HISTOGRAM	java.lang.Double
BIN	VALUE
1.0	1
2.0	1.709027
3.0	2.211747
4.0	2.568188
5.0	2.820915
6.0	3.000105
7.0	3.127156
8.0	3.217238
9.0	3.281109
10.0	3.326395
11.0	3.358505
12.0	3.381271
13.0	3.397413
14.0	3.408858
15.0	3.416973
16.0	3.422726
17.0	3.426806
18.0	3.429698
19.0	3.431749
20.0	3.433203
21.0	3.434234
22.0	3.434965
23.0	3.435483
24.0	3.435851
25.0	3.436111
26.0	3.436296
27.0	3.436427
28.0	3.43652
29.0	3.436586
30.0	3.436633
31.0	3.436666
32.0	3.436689
33.0	3.436706
34.0	3.436718
35.0	3.436726
36.0	3.436732
37.0	3.436736
38.0	3.436739
39.0	3.436741
40.0	3.436743
41.0	3.436744
42.0	3.436745
43.0	3.436745
44.0	3.436745
45.0	3.436746
46.0	3.436746
47.0	3.436746
48.0	3.436746
49.0	3.436746
50.0	3.436746
51.0	3.436746
52.0	3.436746
53.0	3.436746
54.0	3.436746
55.0	3.436746
56.0	3.436746
57.0	3.436746
58.0	3.436746
59.0	3.436746
60.0	3.436746
61.0	3.436746
62.0	3.436746
63.0	3.436746
64.0	3.436746
65.0	3.436746
66.0	3.436746
67.0	3.436746
68.0	3.436746
69.0	3.436746
70.0	3.436746
71.0	3.436746
72.0	3.436746
73.0	3.436746
74.0	3.436746
75.0	3.436746
76.0	3.436746
77.0	3.436746
78.0	3.436746
79.0	3.436746
80.0	3.436746
81.0	3.436746
82.0	3.436746
83.0	3.436746
84.0	3.436746
85.0	3.436746
86.0	3.436746
87.0	3.436746
88.0	3.436746
89.0	3.436746
90.0	3.436746
91.0	3.436746
92.0	3.436746
93.0	3.436746
94.0	3.436746
95.0	3.436746
96.0	3.436746
97.0	3.436746
98.0	3.436746
99.0	3.436746
100.0	3.436746

