## htsjdk.samtools.metrics.StringHeader
# picard.sam.markduplicates.MarkDuplicates INPUT=[../../stubdata/sortedbams_coord_bwa/SRR10141031.coordsort.bam] OUTPUT=../../stubdata/markdup_sortedbams_bwa/SRR10141031.markdup.bam METRICS_FILE=../../stubdata/markdup_sortedbams_bwa/SRR10141031.markdup_metrics.txt READ_NAME_REGEX=null    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Mon Apr 11 03:49:22 UTC 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
lib1	725	1201403	5614	1001	338	235866	0	0.196407	2644569

## HISTOGRAM	java.lang.Double
BIN	VALUE
1.0	1
2.0	1.634898
3.0	2.037994
4.0	2.293919
5.0	2.456405
6.0	2.559567
7.0	2.625064
8.0	2.666648
9.0	2.69305
10.0	2.709813
11.0	2.720455
12.0	2.727212
13.0	2.731502
14.0	2.734226
15.0	2.735955
16.0	2.737053
17.0	2.73775
18.0	2.738192
19.0	2.738473
20.0	2.738652
21.0	2.738765
22.0	2.738837
23.0	2.738882
24.0	2.738911
25.0	2.73893
26.0	2.738942
27.0	2.738949
28.0	2.738954
29.0	2.738957
30.0	2.738959
31.0	2.73896
32.0	2.738961
33.0	2.738961
34.0	2.738961
35.0	2.738962
36.0	2.738962
37.0	2.738962
38.0	2.738962
39.0	2.738962
40.0	2.738962
41.0	2.738962
42.0	2.738962
43.0	2.738962
44.0	2.738962
45.0	2.738962
46.0	2.738962
47.0	2.738962
48.0	2.738962
49.0	2.738962
50.0	2.738962
51.0	2.738962
52.0	2.738962
53.0	2.738962
54.0	2.738962
55.0	2.738962
56.0	2.738962
57.0	2.738962
58.0	2.738962
59.0	2.738962
60.0	2.738962
61.0	2.738962
62.0	2.738962
63.0	2.738962
64.0	2.738962
65.0	2.738962
66.0	2.738962
67.0	2.738962
68.0	2.738962
69.0	2.738962
70.0	2.738962
71.0	2.738962
72.0	2.738962
73.0	2.738962
74.0	2.738962
75.0	2.738962
76.0	2.738962
77.0	2.738962
78.0	2.738962
79.0	2.738962
80.0	2.738962
81.0	2.738962
82.0	2.738962
83.0	2.738962
84.0	2.738962
85.0	2.738962
86.0	2.738962
87.0	2.738962
88.0	2.738962
89.0	2.738962
90.0	2.738962
91.0	2.738962
92.0	2.738962
93.0	2.738962
94.0	2.738962
95.0	2.738962
96.0	2.738962
97.0	2.738962
98.0	2.738962
99.0	2.738962
100.0	2.738962

