## htsjdk.samtools.metrics.StringHeader
# picard.sam.markduplicates.MarkDuplicates INPUT=[../../stubdata/sortedbams_coord_bwa/SRR10141032.coordsort.bam] OUTPUT=../../stubdata/markdup_sortedbams_bwa/SRR10141032.markdup.bam METRICS_FILE=../../stubdata/markdup_sortedbams_bwa/SRR10141032.markdup_metrics.txt READ_NAME_REGEX=null    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Mon Apr 11 03:51:51 UTC 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
lib1	1275	1754239	8845	1709	654	366774	0	0.209189	3587394

## HISTOGRAM	java.lang.Double
BIN	VALUE
1.0	1
2.0	1.613239
3.0	1.9893
4.0	2.219916
5.0	2.361339
6.0	2.448064
7.0	2.501248
8.0	2.533862
9.0	2.553862
10.0	2.566127
11.0	2.573649
12.0	2.578261
13.0	2.58109
14.0	2.582824
15.0	2.583888
16.0	2.58454
17.0	2.58494
18.0	2.585185
19.0	2.585336
20.0	2.585428
21.0	2.585485
22.0	2.585519
23.0	2.585541
24.0	2.585554
25.0	2.585562
26.0	2.585567
27.0	2.58557
28.0	2.585571
29.0	2.585573
30.0	2.585573
31.0	2.585574
32.0	2.585574
33.0	2.585574
34.0	2.585574
35.0	2.585574
36.0	2.585574
37.0	2.585574
38.0	2.585574
39.0	2.585574
40.0	2.585574
41.0	2.585574
42.0	2.585574
43.0	2.585574
44.0	2.585574
45.0	2.585574
46.0	2.585574
47.0	2.585574
48.0	2.585574
49.0	2.585574
50.0	2.585574
51.0	2.585574
52.0	2.585574
53.0	2.585574
54.0	2.585574
55.0	2.585574
56.0	2.585574
57.0	2.585574
58.0	2.585574
59.0	2.585574
60.0	2.585574
61.0	2.585574
62.0	2.585574
63.0	2.585574
64.0	2.585574
65.0	2.585574
66.0	2.585574
67.0	2.585574
68.0	2.585574
69.0	2.585574
70.0	2.585574
71.0	2.585574
72.0	2.585574
73.0	2.585574
74.0	2.585574
75.0	2.585574
76.0	2.585574
77.0	2.585574
78.0	2.585574
79.0	2.585574
80.0	2.585574
81.0	2.585574
82.0	2.585574
83.0	2.585574
84.0	2.585574
85.0	2.585574
86.0	2.585574
87.0	2.585574
88.0	2.585574
89.0	2.585574
90.0	2.585574
91.0	2.585574
92.0	2.585574
93.0	2.585574
94.0	2.585574
95.0	2.585574
96.0	2.585574
97.0	2.585574
98.0	2.585574
99.0	2.585574
100.0	2.585574

