## htsjdk.samtools.metrics.StringHeader
# picard.sam.markduplicates.MarkDuplicates INPUT=[../../stubdata/sortedbams_coord_bwa/SRR10141112.coordsort.bam] OUTPUT=../../stubdata/markdup_sortedbams_bwa/SRR10141112.markdup.bam METRICS_FILE=../../stubdata/markdup_sortedbams_bwa/SRR10141112.markdup_metrics.txt READ_NAME_REGEX=null    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Mon Apr 11 06:27:17 UTC 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
lib1	523	453672	608	1119	486	407714	0	0.898715	45960

## HISTOGRAM	java.lang.Double
BIN	VALUE
1.0	0.999992
2.0	1.000044
3.0	1.000044
4.0	1.000044
5.0	1.000044
6.0	1.000044
7.0	1.000044
8.0	1.000044
9.0	1.000044
10.0	1.000044
11.0	1.000044
12.0	1.000044
13.0	1.000044
14.0	1.000044
15.0	1.000044
16.0	1.000044
17.0	1.000044
18.0	1.000044
19.0	1.000044
20.0	1.000044
21.0	1.000044
22.0	1.000044
23.0	1.000044
24.0	1.000044
25.0	1.000044
26.0	1.000044
27.0	1.000044
28.0	1.000044
29.0	1.000044
30.0	1.000044
31.0	1.000044
32.0	1.000044
33.0	1.000044
34.0	1.000044
35.0	1.000044
36.0	1.000044
37.0	1.000044
38.0	1.000044
39.0	1.000044
40.0	1.000044
41.0	1.000044
42.0	1.000044
43.0	1.000044
44.0	1.000044
45.0	1.000044
46.0	1.000044
47.0	1.000044
48.0	1.000044
49.0	1.000044
50.0	1.000044
51.0	1.000044
52.0	1.000044
53.0	1.000044
54.0	1.000044
55.0	1.000044
56.0	1.000044
57.0	1.000044
58.0	1.000044
59.0	1.000044
60.0	1.000044
61.0	1.000044
62.0	1.000044
63.0	1.000044
64.0	1.000044
65.0	1.000044
66.0	1.000044
67.0	1.000044
68.0	1.000044
69.0	1.000044
70.0	1.000044
71.0	1.000044
72.0	1.000044
73.0	1.000044
74.0	1.000044
75.0	1.000044
76.0	1.000044
77.0	1.000044
78.0	1.000044
79.0	1.000044
80.0	1.000044
81.0	1.000044
82.0	1.000044
83.0	1.000044
84.0	1.000044
85.0	1.000044
86.0	1.000044
87.0	1.000044
88.0	1.000044
89.0	1.000044
90.0	1.000044
91.0	1.000044
92.0	1.000044
93.0	1.000044
94.0	1.000044
95.0	1.000044
96.0	1.000044
97.0	1.000044
98.0	1.000044
99.0	1.000044
100.0	1.000044

