## htsjdk.samtools.metrics.StringHeader
# picard.sam.markduplicates.MarkDuplicates INPUT=[../../stubdata/sortedbams_coord_bwa/SRR10141061.coordsort.bam] OUTPUT=../../stubdata/markdup_sortedbams_bwa/SRR10141061.markdup.bam METRICS_FILE=../../stubdata/markdup_sortedbams_bwa/SRR10141061.markdup_metrics.txt READ_NAME_REGEX=null    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Mon Apr 11 05:04:58 UTC 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
lib1	1671	1439598	8568	5243	608	149337	0	0.103886	6450154

## HISTOGRAM	java.lang.Double
BIN	VALUE
1.0	1
2.0	1.799964
3.0	2.439907
4.0	2.951839
5.0	3.361366
6.0	3.688972
7.0	3.951046
8.0	4.160696
9.0	4.328408
10.0	4.462572
11.0	4.569898
12.0	4.655756
13.0	4.724438
14.0	4.779382
15.0	4.823335
16.0	4.858496
17.0	4.886623
18.0	4.909124
19.0	4.927124
20.0	4.941524
21.0	4.953042
22.0	4.962257
23.0	4.969629
24.0	4.975526
25.0	4.980243
26.0	4.984017
27.0	4.987035
28.0	4.98945
29.0	4.991382
30.0	4.992928
31.0	4.994164
32.0	4.995153
33.0	4.995944
34.0	4.996577
35.0	4.997083
36.0	4.997488
37.0	4.997812
38.0	4.998071
39.0	4.998279
40.0	4.998445
41.0	4.998577
42.0	4.998683
43.0	4.998768
44.0	4.998836
45.0	4.998891
46.0	4.998934
47.0	4.998969
48.0	4.998997
49.0	4.999019
50.0	4.999037
51.0	4.999051
52.0	4.999062
53.0	4.999071
54.0	4.999079
55.0	4.999085
56.0	4.999089
57.0	4.999093
58.0	4.999096
59.0	4.999098
60.0	4.9991
61.0	4.999102
62.0	4.999103
63.0	4.999104
64.0	4.999105
65.0	4.999105
66.0	4.999106
67.0	4.999106
68.0	4.999107
69.0	4.999107
70.0	4.999107
71.0	4.999107
72.0	4.999107
73.0	4.999108
74.0	4.999108
75.0	4.999108
76.0	4.999108
77.0	4.999108
78.0	4.999108
79.0	4.999108
80.0	4.999108
81.0	4.999108
82.0	4.999108
83.0	4.999108
84.0	4.999108
85.0	4.999108
86.0	4.999108
87.0	4.999108
88.0	4.999108
89.0	4.999108
90.0	4.999108
91.0	4.999108
92.0	4.999108
93.0	4.999108
94.0	4.999108
95.0	4.999108
96.0	4.999108
97.0	4.999108
98.0	4.999108
99.0	4.999108
100.0	4.999108

