## htsjdk.samtools.metrics.StringHeader
# picard.sam.markduplicates.MarkDuplicates INPUT=[../../stubdata/sortedbams_coord_bwa/SRR10141050.coordsort.bam] OUTPUT=../../stubdata/markdup_sortedbams_bwa/SRR10141050.markdup.bam METRICS_FILE=../../stubdata/markdup_sortedbams_bwa/SRR10141050.markdup_metrics.txt READ_NAME_REGEX=null    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Mon Apr 11 04:34:43 UTC 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
lib1	691	1456665	5694	941	379	462415	0	0.317503	1777536

## HISTOGRAM	java.lang.Double
BIN	VALUE
1.0	1
2.0	1.440658
3.0	1.634838
4.0	1.720405
5.0	1.758111
6.0	1.774726
7.0	1.782048
8.0	1.785274
9.0	1.786696
10.0	1.787322
11.0	1.787598
12.0	1.78772
13.0	1.787774
14.0	1.787797
15.0	1.787808
16.0	1.787812
17.0	1.787814
18.0	1.787815
19.0	1.787816
20.0	1.787816
21.0	1.787816
22.0	1.787816
23.0	1.787816
24.0	1.787816
25.0	1.787816
26.0	1.787816
27.0	1.787816
28.0	1.787816
29.0	1.787816
30.0	1.787816
31.0	1.787816
32.0	1.787816
33.0	1.787816
34.0	1.787816
35.0	1.787816
36.0	1.787816
37.0	1.787816
38.0	1.787816
39.0	1.787816
40.0	1.787816
41.0	1.787816
42.0	1.787816
43.0	1.787816
44.0	1.787816
45.0	1.787816
46.0	1.787816
47.0	1.787816
48.0	1.787816
49.0	1.787816
50.0	1.787816
51.0	1.787816
52.0	1.787816
53.0	1.787816
54.0	1.787816
55.0	1.787816
56.0	1.787816
57.0	1.787816
58.0	1.787816
59.0	1.787816
60.0	1.787816
61.0	1.787816
62.0	1.787816
63.0	1.787816
64.0	1.787816
65.0	1.787816
66.0	1.787816
67.0	1.787816
68.0	1.787816
69.0	1.787816
70.0	1.787816
71.0	1.787816
72.0	1.787816
73.0	1.787816
74.0	1.787816
75.0	1.787816
76.0	1.787816
77.0	1.787816
78.0	1.787816
79.0	1.787816
80.0	1.787816
81.0	1.787816
82.0	1.787816
83.0	1.787816
84.0	1.787816
85.0	1.787816
86.0	1.787816
87.0	1.787816
88.0	1.787816
89.0	1.787816
90.0	1.787816
91.0	1.787816
92.0	1.787816
93.0	1.787816
94.0	1.787816
95.0	1.787816
96.0	1.787816
97.0	1.787816
98.0	1.787816
99.0	1.787816
100.0	1.787816

