## htsjdk.samtools.metrics.StringHeader
# picard.sam.markduplicates.MarkDuplicates INPUT=[../../stubdata/sortedbams_coord_bwa/SRR10141083.coordsort.bam] OUTPUT=../../stubdata/markdup_sortedbams_bwa/SRR10141083.markdup.bam METRICS_FILE=../../stubdata/markdup_sortedbams_bwa/SRR10141083.markdup_metrics.txt READ_NAME_REGEX=null    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Mon Apr 11 05:45:14 UTC 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
lib1	595	1006526	4120	653	253	165714	0	0.164717	2711131

## HISTOGRAM	java.lang.Double
BIN	VALUE
1.0	1
2.0	1.689867
3.0	2.165783
4.0	2.494101
5.0	2.720597
6.0	2.87685
7.0	2.984643
8.0	3.059006
9.0	3.110306
10.0	3.145697
11.0	3.170111
12.0	3.186954
13.0	3.198574
14.0	3.206589
15.0	3.212119
16.0	3.215934
17.0	3.218566
18.0	3.220381
19.0	3.221634
20.0	3.222498
21.0	3.223094
22.0	3.223505
23.0	3.223789
24.0	3.223985
25.0	3.22412
26.0	3.224213
27.0	3.224277
28.0	3.224321
29.0	3.224352
30.0	3.224373
31.0	3.224388
32.0	3.224398
33.0	3.224405
34.0	3.224409
35.0	3.224413
36.0	3.224415
37.0	3.224416
38.0	3.224418
39.0	3.224418
40.0	3.224419
41.0	3.224419
42.0	3.224419
43.0	3.22442
44.0	3.22442
45.0	3.22442
46.0	3.22442
47.0	3.22442
48.0	3.22442
49.0	3.22442
50.0	3.22442
51.0	3.22442
52.0	3.22442
53.0	3.22442
54.0	3.22442
55.0	3.22442
56.0	3.22442
57.0	3.22442
58.0	3.22442
59.0	3.22442
60.0	3.22442
61.0	3.22442
62.0	3.22442
63.0	3.22442
64.0	3.22442
65.0	3.22442
66.0	3.22442
67.0	3.22442
68.0	3.22442
69.0	3.22442
70.0	3.22442
71.0	3.22442
72.0	3.22442
73.0	3.22442
74.0	3.22442
75.0	3.22442
76.0	3.22442
77.0	3.22442
78.0	3.22442
79.0	3.22442
80.0	3.22442
81.0	3.22442
82.0	3.22442
83.0	3.22442
84.0	3.22442
85.0	3.22442
86.0	3.22442
87.0	3.22442
88.0	3.22442
89.0	3.22442
90.0	3.22442
91.0	3.22442
92.0	3.22442
93.0	3.22442
94.0	3.22442
95.0	3.22442
96.0	3.22442
97.0	3.22442
98.0	3.22442
99.0	3.22442
100.0	3.22442

