## htsjdk.samtools.metrics.StringHeader
# picard.sam.markduplicates.MarkDuplicates INPUT=[../../stubdata/sortedbams_coord_bwa/SRR10141040.coordsort.bam] OUTPUT=../../stubdata/markdup_sortedbams_bwa/SRR10141040.markdup.bam METRICS_FILE=../../stubdata/markdup_sortedbams_bwa/SRR10141040.markdup_metrics.txt READ_NAME_REGEX=null    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Mon Apr 11 04:12:44 UTC 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
lib1	1043	1468370	3572	1309	431	229037	0	0.156072	4203540

## HISTOGRAM	java.lang.Double
BIN	VALUE
1.0	1
2.0	1.705169
3.0	2.202433
4.0	2.553088
5.0	2.800359
6.0	2.974727
7.0	3.097686
8.0	3.184393
9.0	3.245536
10.0	3.288652
11.0	3.319056
12.0	3.340496
13.0	3.355615
14.0	3.366276
15.0	3.373795
16.0	3.379096
17.0	3.382834
18.0	3.385471
19.0	3.38733
20.0	3.388641
21.0	3.389565
22.0	3.390217
23.0	3.390677
24.0	3.391001
25.0	3.391229
26.0	3.391391
27.0	3.391504
28.0	3.391584
29.0	3.391641
30.0	3.391681
31.0	3.391709
32.0	3.391729
33.0	3.391743
34.0	3.391752
35.0	3.391759
36.0	3.391764
37.0	3.391768
38.0	3.39177
39.0	3.391772
40.0	3.391773
41.0	3.391774
42.0	3.391775
43.0	3.391775
44.0	3.391775
45.0	3.391776
46.0	3.391776
47.0	3.391776
48.0	3.391776
49.0	3.391776
50.0	3.391776
51.0	3.391776
52.0	3.391776
53.0	3.391776
54.0	3.391776
55.0	3.391776
56.0	3.391776
57.0	3.391776
58.0	3.391776
59.0	3.391776
60.0	3.391776
61.0	3.391776
62.0	3.391776
63.0	3.391776
64.0	3.391776
65.0	3.391776
66.0	3.391776
67.0	3.391776
68.0	3.391776
69.0	3.391776
70.0	3.391776
71.0	3.391776
72.0	3.391776
73.0	3.391776
74.0	3.391776
75.0	3.391776
76.0	3.391776
77.0	3.391776
78.0	3.391776
79.0	3.391776
80.0	3.391776
81.0	3.391776
82.0	3.391776
83.0	3.391776
84.0	3.391776
85.0	3.391776
86.0	3.391776
87.0	3.391776
88.0	3.391776
89.0	3.391776
90.0	3.391776
91.0	3.391776
92.0	3.391776
93.0	3.391776
94.0	3.391776
95.0	3.391776
96.0	3.391776
97.0	3.391776
98.0	3.391776
99.0	3.391776
100.0	3.391776

