## htsjdk.samtools.metrics.StringHeader
# picard.sam.markduplicates.MarkDuplicates INPUT=[../../stubdata/sortedbams_coord_bwa/SRR10141023.coordsort.bam] OUTPUT=../../stubdata/markdup_sortedbams_bwa/SRR10141023.markdup.bam METRICS_FILE=../../stubdata/markdup_sortedbams_bwa/SRR10141023.markdup_metrics.txt READ_NAME_REGEX=null    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Mon Apr 11 03:30:29 UTC 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
lib1	1600	1458862	4832	1890	1027	430334	0	0.295169	1957916

## HISTOGRAM	java.lang.Double
BIN	VALUE
1.0	1
2.0	1.474682
3.0	1.700006
4.0	1.806962
5.0	1.857733
6.0	1.881833
7.0	1.893273
8.0	1.898703
9.0	1.901281
10.0	1.902504
11.0	1.903085
12.0	1.903361
13.0	1.903492
14.0	1.903554
15.0	1.903583
16.0	1.903597
17.0	1.903604
18.0	1.903607
19.0	1.903608
20.0	1.903609
21.0	1.90361
22.0	1.90361
23.0	1.90361
24.0	1.90361
25.0	1.90361
26.0	1.90361
27.0	1.90361
28.0	1.90361
29.0	1.90361
30.0	1.90361
31.0	1.90361
32.0	1.90361
33.0	1.90361
34.0	1.90361
35.0	1.90361
36.0	1.90361
37.0	1.90361
38.0	1.90361
39.0	1.90361
40.0	1.90361
41.0	1.90361
42.0	1.90361
43.0	1.90361
44.0	1.90361
45.0	1.90361
46.0	1.90361
47.0	1.90361
48.0	1.90361
49.0	1.90361
50.0	1.90361
51.0	1.90361
52.0	1.90361
53.0	1.90361
54.0	1.90361
55.0	1.90361
56.0	1.90361
57.0	1.90361
58.0	1.90361
59.0	1.90361
60.0	1.90361
61.0	1.90361
62.0	1.90361
63.0	1.90361
64.0	1.90361
65.0	1.90361
66.0	1.90361
67.0	1.90361
68.0	1.90361
69.0	1.90361
70.0	1.90361
71.0	1.90361
72.0	1.90361
73.0	1.90361
74.0	1.90361
75.0	1.90361
76.0	1.90361
77.0	1.90361
78.0	1.90361
79.0	1.90361
80.0	1.90361
81.0	1.90361
82.0	1.90361
83.0	1.90361
84.0	1.90361
85.0	1.90361
86.0	1.90361
87.0	1.90361
88.0	1.90361
89.0	1.90361
90.0	1.90361
91.0	1.90361
92.0	1.90361
93.0	1.90361
94.0	1.90361
95.0	1.90361
96.0	1.90361
97.0	1.90361
98.0	1.90361
99.0	1.90361
100.0	1.90361

