## htsjdk.samtools.metrics.StringHeader
# picard.sam.markduplicates.MarkDuplicates INPUT=[../../stubdata/sortedbams_coord_bwa/SRR10141046.coordsort.bam] OUTPUT=../../stubdata/markdup_sortedbams_bwa/SRR10141046.markdup.bam METRICS_FILE=../../stubdata/markdup_sortedbams_bwa/SRR10141046.markdup_metrics.txt READ_NAME_REGEX=null    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Mon Apr 11 04:25:11 UTC 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
lib1	1001	1304368	6279	1919	427	256357	0	0.196626	2867618

## HISTOGRAM	java.lang.Double
BIN	VALUE
1.0	1
2.0	1.634536
3.0	2.037172
4.0	2.292659
5.0	2.454775
6.0	2.557643
7.0	2.622917
8.0	2.664335
9.0	2.690617
10.0	2.707293
11.0	2.717875
12.0	2.72459
13.0	2.72885
14.0	2.731554
15.0	2.733269
16.0	2.734358
17.0	2.735049
18.0	2.735487
19.0	2.735765
20.0	2.735942
21.0	2.736054
22.0	2.736125
23.0	2.73617
24.0	2.736198
25.0	2.736216
26.0	2.736228
27.0	2.736235
28.0	2.73624
29.0	2.736243
30.0	2.736245
31.0	2.736246
32.0	2.736247
33.0	2.736247
34.0	2.736247
35.0	2.736248
36.0	2.736248
37.0	2.736248
38.0	2.736248
39.0	2.736248
40.0	2.736248
41.0	2.736248
42.0	2.736248
43.0	2.736248
44.0	2.736248
45.0	2.736248
46.0	2.736248
47.0	2.736248
48.0	2.736248
49.0	2.736248
50.0	2.736248
51.0	2.736248
52.0	2.736248
53.0	2.736248
54.0	2.736248
55.0	2.736248
56.0	2.736248
57.0	2.736248
58.0	2.736248
59.0	2.736248
60.0	2.736248
61.0	2.736248
62.0	2.736248
63.0	2.736248
64.0	2.736248
65.0	2.736248
66.0	2.736248
67.0	2.736248
68.0	2.736248
69.0	2.736248
70.0	2.736248
71.0	2.736248
72.0	2.736248
73.0	2.736248
74.0	2.736248
75.0	2.736248
76.0	2.736248
77.0	2.736248
78.0	2.736248
79.0	2.736248
80.0	2.736248
81.0	2.736248
82.0	2.736248
83.0	2.736248
84.0	2.736248
85.0	2.736248
86.0	2.736248
87.0	2.736248
88.0	2.736248
89.0	2.736248
90.0	2.736248
91.0	2.736248
92.0	2.736248
93.0	2.736248
94.0	2.736248
95.0	2.736248
96.0	2.736248
97.0	2.736248
98.0	2.736248
99.0	2.736248
100.0	2.736248

