## htsjdk.samtools.metrics.StringHeader
# picard.sam.markduplicates.MarkDuplicates INPUT=[../../stubdata/sortedbams_coord_bwa/SRR10141021.coordsort.bam] OUTPUT=../../stubdata/markdup_sortedbams_bwa/SRR10141021.markdup.bam METRICS_FILE=../../stubdata/markdup_sortedbams_bwa/SRR10141021.markdup_metrics.txt READ_NAME_REGEX=null    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Mon Apr 11 03:25:31 UTC 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
lib1	874	1776118	6441	1736	562	588371	0	0.331345	2048588

## HISTOGRAM	java.lang.Double
BIN	VALUE
1.0	1
2.0	1.420212
3.0	1.59679
4.0	1.67099
5.0	1.70217
6.0	1.715272
7.0	1.720778
8.0	1.723091
9.0	1.724063
10.0	1.724472
11.0	1.724644
12.0	1.724716
13.0	1.724746
14.0	1.724759
15.0	1.724764
16.0	1.724766
17.0	1.724767
18.0	1.724768
19.0	1.724768
20.0	1.724768
21.0	1.724768
22.0	1.724768
23.0	1.724768
24.0	1.724768
25.0	1.724768
26.0	1.724768
27.0	1.724768
28.0	1.724768
29.0	1.724768
30.0	1.724768
31.0	1.724768
32.0	1.724768
33.0	1.724768
34.0	1.724768
35.0	1.724768
36.0	1.724768
37.0	1.724768
38.0	1.724768
39.0	1.724768
40.0	1.724768
41.0	1.724768
42.0	1.724768
43.0	1.724768
44.0	1.724768
45.0	1.724768
46.0	1.724768
47.0	1.724768
48.0	1.724768
49.0	1.724768
50.0	1.724768
51.0	1.724768
52.0	1.724768
53.0	1.724768
54.0	1.724768
55.0	1.724768
56.0	1.724768
57.0	1.724768
58.0	1.724768
59.0	1.724768
60.0	1.724768
61.0	1.724768
62.0	1.724768
63.0	1.724768
64.0	1.724768
65.0	1.724768
66.0	1.724768
67.0	1.724768
68.0	1.724768
69.0	1.724768
70.0	1.724768
71.0	1.724768
72.0	1.724768
73.0	1.724768
74.0	1.724768
75.0	1.724768
76.0	1.724768
77.0	1.724768
78.0	1.724768
79.0	1.724768
80.0	1.724768
81.0	1.724768
82.0	1.724768
83.0	1.724768
84.0	1.724768
85.0	1.724768
86.0	1.724768
87.0	1.724768
88.0	1.724768
89.0	1.724768
90.0	1.724768
91.0	1.724768
92.0	1.724768
93.0	1.724768
94.0	1.724768
95.0	1.724768
96.0	1.724768
97.0	1.724768
98.0	1.724768
99.0	1.724768
100.0	1.724768

