## htsjdk.samtools.metrics.StringHeader
# picard.sam.markduplicates.MarkDuplicates INPUT=[../../stubdata/sortedbams_coord_bwa/SRR10141037.coordsort.bam] OUTPUT=../../stubdata/markdup_sortedbams_bwa/SRR10141037.markdup.bam METRICS_FILE=../../stubdata/markdup_sortedbams_bwa/SRR10141037.markdup_metrics.txt READ_NAME_REGEX=null    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Mon Apr 11 04:04:20 UTC 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
lib1	1184	1985023	8433	1522	687	487280	0	0.245578	3350174

## HISTOGRAM	java.lang.Double
BIN	VALUE
1.0	1
2.0	1.552936
3.0	1.858674
4.0	2.027727
5.0	2.121203
6.0	2.172889
7.0	2.201468
8.0	2.21727
9.0	2.226008
10.0	2.230839
11.0	2.233511
12.0	2.234988
13.0	2.235805
14.0	2.236256
15.0	2.236506
16.0	2.236644
17.0	2.236721
18.0	2.236763
19.0	2.236786
20.0	2.236799
21.0	2.236806
22.0	2.23681
23.0	2.236812
24.0	2.236814
25.0	2.236814
26.0	2.236815
27.0	2.236815
28.0	2.236815
29.0	2.236815
30.0	2.236815
31.0	2.236815
32.0	2.236815
33.0	2.236815
34.0	2.236815
35.0	2.236815
36.0	2.236815
37.0	2.236815
38.0	2.236815
39.0	2.236815
40.0	2.236815
41.0	2.236815
42.0	2.236815
43.0	2.236815
44.0	2.236815
45.0	2.236815
46.0	2.236815
47.0	2.236815
48.0	2.236815
49.0	2.236815
50.0	2.236815
51.0	2.236815
52.0	2.236815
53.0	2.236815
54.0	2.236815
55.0	2.236815
56.0	2.236815
57.0	2.236815
58.0	2.236815
59.0	2.236815
60.0	2.236815
61.0	2.236815
62.0	2.236815
63.0	2.236815
64.0	2.236815
65.0	2.236815
66.0	2.236815
67.0	2.236815
68.0	2.236815
69.0	2.236815
70.0	2.236815
71.0	2.236815
72.0	2.236815
73.0	2.236815
74.0	2.236815
75.0	2.236815
76.0	2.236815
77.0	2.236815
78.0	2.236815
79.0	2.236815
80.0	2.236815
81.0	2.236815
82.0	2.236815
83.0	2.236815
84.0	2.236815
85.0	2.236815
86.0	2.236815
87.0	2.236815
88.0	2.236815
89.0	2.236815
90.0	2.236815
91.0	2.236815
92.0	2.236815
93.0	2.236815
94.0	2.236815
95.0	2.236815
96.0	2.236815
97.0	2.236815
98.0	2.236815
99.0	2.236815
100.0	2.236815

