## htsjdk.samtools.metrics.StringHeader
# picard.sam.markduplicates.MarkDuplicates INPUT=[../../stubdata/sortedbams_coord_bwa/SRR10141035.coordsort.bam] OUTPUT=../../stubdata/markdup_sortedbams_bwa/SRR10141035.markdup.bam METRICS_FILE=../../stubdata/markdup_sortedbams_bwa/SRR10141035.markdup_metrics.txt READ_NAME_REGEX=null    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Mon Apr 11 03:58:14 UTC 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
lib1	738	1180277	7474	880	421	256959	0	0.217821	2301007

## HISTOGRAM	java.lang.Double
BIN	VALUE
1.0	1
2.0	1.598733
3.0	1.957214
4.0	2.171849
5.0	2.300358
6.0	2.3773
7.0	2.423368
8.0	2.450951
9.0	2.467465
10.0	2.477353
11.0	2.483273
12.0	2.486818
13.0	2.48894
14.0	2.490211
15.0	2.490972
16.0	2.491427
17.0	2.4917
18.0	2.491863
19.0	2.491961
20.0	2.492019
21.0	2.492054
22.0	2.492075
23.0	2.492088
24.0	2.492096
25.0	2.4921
26.0	2.492103
27.0	2.492104
28.0	2.492105
29.0	2.492106
30.0	2.492106
31.0	2.492106
32.0	2.492107
33.0	2.492107
34.0	2.492107
35.0	2.492107
36.0	2.492107
37.0	2.492107
38.0	2.492107
39.0	2.492107
40.0	2.492107
41.0	2.492107
42.0	2.492107
43.0	2.492107
44.0	2.492107
45.0	2.492107
46.0	2.492107
47.0	2.492107
48.0	2.492107
49.0	2.492107
50.0	2.492107
51.0	2.492107
52.0	2.492107
53.0	2.492107
54.0	2.492107
55.0	2.492107
56.0	2.492107
57.0	2.492107
58.0	2.492107
59.0	2.492107
60.0	2.492107
61.0	2.492107
62.0	2.492107
63.0	2.492107
64.0	2.492107
65.0	2.492107
66.0	2.492107
67.0	2.492107
68.0	2.492107
69.0	2.492107
70.0	2.492107
71.0	2.492107
72.0	2.492107
73.0	2.492107
74.0	2.492107
75.0	2.492107
76.0	2.492107
77.0	2.492107
78.0	2.492107
79.0	2.492107
80.0	2.492107
81.0	2.492107
82.0	2.492107
83.0	2.492107
84.0	2.492107
85.0	2.492107
86.0	2.492107
87.0	2.492107
88.0	2.492107
89.0	2.492107
90.0	2.492107
91.0	2.492107
92.0	2.492107
93.0	2.492107
94.0	2.492107
95.0	2.492107
96.0	2.492107
97.0	2.492107
98.0	2.492107
99.0	2.492107
100.0	2.492107

