## htsjdk.samtools.metrics.StringHeader
# picard.sam.markduplicates.MarkDuplicates INPUT=[../../stubdata/sortedbams_coord_bwa/SRR10141064.coordsort.bam] OUTPUT=../../stubdata/markdup_sortedbams_bwa/SRR10141064.markdup.bam METRICS_FILE=../../stubdata/markdup_sortedbams_bwa/SRR10141064.markdup_metrics.txt READ_NAME_REGEX=null    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Mon Apr 11 05:10:46 UTC 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
lib1	623	1092271	10961	895	183	98433	0	0.090176	5690405

## HISTOGRAM	java.lang.Double
BIN	VALUE
1.0	1
2.0	1.825348
3.0	2.506549
4.0	3.068776
5.0	3.53281
6.0	3.915799
7.0	4.231899
8.0	4.492791
9.0	4.708118
10.0	4.885838
11.0	5.032519
12.0	5.153582
13.0	5.253501
14.0	5.335969
15.0	5.404034
16.0	5.460211
17.0	5.506577
18.0	5.544844
19.0	5.576429
20.0	5.602497
21.0	5.624012
22.0	5.64177
23.0	5.656426
24.0	5.668523
25.0	5.678506
26.0	5.686746
27.0	5.693547
28.0	5.699161
29.0	5.703793
30.0	5.707617
31.0	5.710773
32.0	5.713378
33.0	5.715527
34.0	5.717302
35.0	5.718766
36.0	5.719975
37.0	5.720972
38.0	5.721796
39.0	5.722475
40.0	5.723036
41.0	5.723499
42.0	5.723881
43.0	5.724197
44.0	5.724457
45.0	5.724672
46.0	5.724849
47.0	5.724995
48.0	5.725116
49.0	5.725216
50.0	5.725298
51.0	5.725366
52.0	5.725422
53.0	5.725468
54.0	5.725506
55.0	5.725538
56.0	5.725564
57.0	5.725585
58.0	5.725603
59.0	5.725618
60.0	5.72563
61.0	5.72564
62.0	5.725648
63.0	5.725655
64.0	5.72566
65.0	5.725665
66.0	5.725669
67.0	5.725672
68.0	5.725674
69.0	5.725677
70.0	5.725678
71.0	5.72568
72.0	5.725681
73.0	5.725682
74.0	5.725683
75.0	5.725683
76.0	5.725684
77.0	5.725684
78.0	5.725685
79.0	5.725685
80.0	5.725685
81.0	5.725686
82.0	5.725686
83.0	5.725686
84.0	5.725686
85.0	5.725686
86.0	5.725686
87.0	5.725686
88.0	5.725686
89.0	5.725686
90.0	5.725687
91.0	5.725687
92.0	5.725687
93.0	5.725687
94.0	5.725687
95.0	5.725687
96.0	5.725687
97.0	5.725687
98.0	5.725687
99.0	5.725687
100.0	5.725687

