## htsjdk.samtools.metrics.StringHeader
# picard.sam.markduplicates.MarkDuplicates INPUT=[../../stubdata/sortedbams_coord_bwa/SRR10141051.coordsort.bam] OUTPUT=../../stubdata/markdup_sortedbams_bwa/SRR10141051.markdup.bam METRICS_FILE=../../stubdata/markdup_sortedbams_bwa/SRR10141051.markdup_metrics.txt READ_NAME_REGEX=null    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Mon Apr 11 04:36:37 UTC 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
lib1	740	1046231	5450	1010	356	142091	0	0.135934	3494487

## HISTOGRAM	java.lang.Double
BIN	VALUE
1.0	1
2.0	1.741267
3.0	2.290743
4.0	2.698052
5.0	2.999976
6.0	3.223782
7.0	3.389683
8.0	3.512659
9.0	3.603817
10.0	3.67139
11.0	3.721479
12.0	3.758609
13.0	3.786132
14.0	3.806534
15.0	3.821657
16.0	3.832867
17.0	3.841177
18.0	3.847337
19.0	3.851903
20.0	3.855287
21.0	3.857796
22.0	3.859656
23.0	3.861035
24.0	3.862057
25.0	3.862814
26.0	3.863376
27.0	3.863792
28.0	3.8641
29.0	3.864329
30.0	3.864499
31.0	3.864624
32.0	3.864718
33.0	3.864787
34.0	3.864838
35.0	3.864876
36.0	3.864904
37.0	3.864925
38.0	3.86494
39.0	3.864952
40.0	3.86496
41.0	3.864966
42.0	3.864971
43.0	3.864974
44.0	3.864977
45.0	3.864979
46.0	3.86498
47.0	3.864981
48.0	3.864982
49.0	3.864983
50.0	3.864983
51.0	3.864984
52.0	3.864984
53.0	3.864984
54.0	3.864984
55.0	3.864984
56.0	3.864984
57.0	3.864984
58.0	3.864984
59.0	3.864984
60.0	3.864984
61.0	3.864984
62.0	3.864984
63.0	3.864984
64.0	3.864984
65.0	3.864984
66.0	3.864984
67.0	3.864984
68.0	3.864984
69.0	3.864984
70.0	3.864984
71.0	3.864984
72.0	3.864984
73.0	3.864984
74.0	3.864984
75.0	3.864984
76.0	3.864984
77.0	3.864984
78.0	3.864984
79.0	3.864984
80.0	3.864984
81.0	3.864984
82.0	3.864984
83.0	3.864984
84.0	3.864984
85.0	3.864984
86.0	3.864984
87.0	3.864984
88.0	3.864984
89.0	3.864984
90.0	3.864984
91.0	3.864984
92.0	3.864984
93.0	3.864984
94.0	3.864984
95.0	3.864984
96.0	3.864984
97.0	3.864984
98.0	3.864984
99.0	3.864984
100.0	3.864984

