## htsjdk.samtools.metrics.StringHeader
# picard.sam.markduplicates.MarkDuplicates INPUT=[../../stubdata/sortedbams_coord_bwa/SRR10141049.coordsort.bam] OUTPUT=../../stubdata/markdup_sortedbams_bwa/SRR10141049.markdup.bam METRICS_FILE=../../stubdata/markdup_sortedbams_bwa/SRR10141049.markdup_metrics.txt READ_NAME_REGEX=null    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Mon Apr 11 04:32:39 UTC 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
lib1	672	1269803	5251	780	328	234684	0	0.184899	2997482

## HISTOGRAM	java.lang.Double
BIN	VALUE
1.0	1
2.0	1.65467
3.0	2.083264
4.0	2.363851
5.0	2.547544
6.0	2.667802
7.0	2.746531
8.0	2.798073
9.0	2.831816
10.0	2.853906
11.0	2.868368
12.0	2.877836
13.0	2.884034
14.0	2.888092
15.0	2.890749
16.0	2.892488
17.0	2.893626
18.0	2.894372
19.0	2.89486
20.0	2.895179
21.0	2.895388
22.0	2.895525
23.0	2.895615
24.0	2.895674
25.0	2.895712
26.0	2.895737
27.0	2.895754
28.0	2.895764
29.0	2.895772
30.0	2.895776
31.0	2.895779
32.0	2.895781
33.0	2.895782
34.0	2.895783
35.0	2.895784
36.0	2.895784
37.0	2.895784
38.0	2.895785
39.0	2.895785
40.0	2.895785
41.0	2.895785
42.0	2.895785
43.0	2.895785
44.0	2.895785
45.0	2.895785
46.0	2.895785
47.0	2.895785
48.0	2.895785
49.0	2.895785
50.0	2.895785
51.0	2.895785
52.0	2.895785
53.0	2.895785
54.0	2.895785
55.0	2.895785
56.0	2.895785
57.0	2.895785
58.0	2.895785
59.0	2.895785
60.0	2.895785
61.0	2.895785
62.0	2.895785
63.0	2.895785
64.0	2.895785
65.0	2.895785
66.0	2.895785
67.0	2.895785
68.0	2.895785
69.0	2.895785
70.0	2.895785
71.0	2.895785
72.0	2.895785
73.0	2.895785
74.0	2.895785
75.0	2.895785
76.0	2.895785
77.0	2.895785
78.0	2.895785
79.0	2.895785
80.0	2.895785
81.0	2.895785
82.0	2.895785
83.0	2.895785
84.0	2.895785
85.0	2.895785
86.0	2.895785
87.0	2.895785
88.0	2.895785
89.0	2.895785
90.0	2.895785
91.0	2.895785
92.0	2.895785
93.0	2.895785
94.0	2.895785
95.0	2.895785
96.0	2.895785
97.0	2.895785
98.0	2.895785
99.0	2.895785
100.0	2.895785

