## htsjdk.samtools.metrics.StringHeader
# picard.sam.markduplicates.MarkDuplicates INPUT=[../../stubdata/sortedbams_coord_bwa/SRR10141044.coordsort.bam] OUTPUT=../../stubdata/markdup_sortedbams_bwa/SRR10141044.markdup.bam METRICS_FILE=../../stubdata/markdup_sortedbams_bwa/SRR10141044.markdup_metrics.txt READ_NAME_REGEX=null    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Mon Apr 11 04:20:37 UTC 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
lib1	369	1311828	1758	457	170	245814	0	0.187421	3047900

## HISTOGRAM	java.lang.Double
BIN	VALUE
1.0	1
2.0	1.650246
3.0	2.073067
4.0	2.348004
5.0	2.526781
6.0	2.64303
7.0	2.718621
8.0	2.767774
9.0	2.799735
10.0	2.820517
11.0	2.834031
12.0	2.842819
13.0	2.848533
14.0	2.852248
15.0	2.854664
16.0	2.856235
17.0	2.857257
18.0	2.857921
19.0	2.858353
20.0	2.858634
21.0	2.858816
22.0	2.858935
23.0	2.859012
24.0	2.859062
25.0	2.859095
26.0	2.859116
27.0	2.85913
28.0	2.859139
29.0	2.859145
30.0	2.859149
31.0	2.859151
32.0	2.859153
33.0	2.859154
34.0	2.859154
35.0	2.859155
36.0	2.859155
37.0	2.859155
38.0	2.859155
39.0	2.859156
40.0	2.859156
41.0	2.859156
42.0	2.859156
43.0	2.859156
44.0	2.859156
45.0	2.859156
46.0	2.859156
47.0	2.859156
48.0	2.859156
49.0	2.859156
50.0	2.859156
51.0	2.859156
52.0	2.859156
53.0	2.859156
54.0	2.859156
55.0	2.859156
56.0	2.859156
57.0	2.859156
58.0	2.859156
59.0	2.859156
60.0	2.859156
61.0	2.859156
62.0	2.859156
63.0	2.859156
64.0	2.859156
65.0	2.859156
66.0	2.859156
67.0	2.859156
68.0	2.859156
69.0	2.859156
70.0	2.859156
71.0	2.859156
72.0	2.859156
73.0	2.859156
74.0	2.859156
75.0	2.859156
76.0	2.859156
77.0	2.859156
78.0	2.859156
79.0	2.859156
80.0	2.859156
81.0	2.859156
82.0	2.859156
83.0	2.859156
84.0	2.859156
85.0	2.859156
86.0	2.859156
87.0	2.859156
88.0	2.859156
89.0	2.859156
90.0	2.859156
91.0	2.859156
92.0	2.859156
93.0	2.859156
94.0	2.859156
95.0	2.859156
96.0	2.859156
97.0	2.859156
98.0	2.859156
99.0	2.859156
100.0	2.859156

