## htsjdk.samtools.metrics.StringHeader
# picard.sam.markduplicates.MarkDuplicates INPUT=[../../stubdata/sortedbams_coord_bwa/SRR10141027.coordsort.bam] OUTPUT=../../stubdata/markdup_sortedbams_bwa/SRR10141027.markdup.bam METRICS_FILE=../../stubdata/markdup_sortedbams_bwa/SRR10141027.markdup_metrics.txt READ_NAME_REGEX=null    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Mon Apr 11 03:41:09 UTC 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
lib1	677	2028151	4664	823	499	803457	0	0.396209	1826142

## HISTOGRAM	java.lang.Double
BIN	VALUE
1.0	1
2.0	1.329354
3.0	1.437829
4.0	1.473555
5.0	1.485322
6.0	1.489197
7.0	1.490474
8.0	1.490894
9.0	1.491033
10.0	1.491078
11.0	1.491093
12.0	1.491098
13.0	1.4911
14.0	1.4911
15.0	1.491101
16.0	1.491101
17.0	1.491101
18.0	1.491101
19.0	1.491101
20.0	1.491101
21.0	1.491101
22.0	1.491101
23.0	1.491101
24.0	1.491101
25.0	1.491101
26.0	1.491101
27.0	1.491101
28.0	1.491101
29.0	1.491101
30.0	1.491101
31.0	1.491101
32.0	1.491101
33.0	1.491101
34.0	1.491101
35.0	1.491101
36.0	1.491101
37.0	1.491101
38.0	1.491101
39.0	1.491101
40.0	1.491101
41.0	1.491101
42.0	1.491101
43.0	1.491101
44.0	1.491101
45.0	1.491101
46.0	1.491101
47.0	1.491101
48.0	1.491101
49.0	1.491101
50.0	1.491101
51.0	1.491101
52.0	1.491101
53.0	1.491101
54.0	1.491101
55.0	1.491101
56.0	1.491101
57.0	1.491101
58.0	1.491101
59.0	1.491101
60.0	1.491101
61.0	1.491101
62.0	1.491101
63.0	1.491101
64.0	1.491101
65.0	1.491101
66.0	1.491101
67.0	1.491101
68.0	1.491101
69.0	1.491101
70.0	1.491101
71.0	1.491101
72.0	1.491101
73.0	1.491101
74.0	1.491101
75.0	1.491101
76.0	1.491101
77.0	1.491101
78.0	1.491101
79.0	1.491101
80.0	1.491101
81.0	1.491101
82.0	1.491101
83.0	1.491101
84.0	1.491101
85.0	1.491101
86.0	1.491101
87.0	1.491101
88.0	1.491101
89.0	1.491101
90.0	1.491101
91.0	1.491101
92.0	1.491101
93.0	1.491101
94.0	1.491101
95.0	1.491101
96.0	1.491101
97.0	1.491101
98.0	1.491101
99.0	1.491101
100.0	1.491101

