## htsjdk.samtools.metrics.StringHeader
# picard.sam.markduplicates.MarkDuplicates INPUT=[../../stubdata/sortedbams_coord_bwa/SRR10141026.coordsort.bam] OUTPUT=../../stubdata/markdup_sortedbams_bwa/SRR10141026.markdup.bam METRICS_FILE=../../stubdata/markdup_sortedbams_bwa/SRR10141026.markdup_metrics.txt READ_NAME_REGEX=null    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Mon Apr 11 03:38:08 UTC 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
lib1	1140	1856932	7887	1502	652	701471	0	0.377818	1789269

## HISTOGRAM	java.lang.Double
BIN	VALUE
1.0	1
2.0	1.354227
3.0	1.479704
4.0	1.524152
5.0	1.539896
6.0	1.545473
7.0	1.547449
8.0	1.548149
9.0	1.548397
10.0	1.548484
11.0	1.548516
12.0	1.548527
13.0	1.54853
14.0	1.548532
15.0	1.548532
16.0	1.548532
17.0	1.548533
18.0	1.548533
19.0	1.548533
20.0	1.548533
21.0	1.548533
22.0	1.548533
23.0	1.548533
24.0	1.548533
25.0	1.548533
26.0	1.548533
27.0	1.548533
28.0	1.548533
29.0	1.548533
30.0	1.548533
31.0	1.548533
32.0	1.548533
33.0	1.548533
34.0	1.548533
35.0	1.548533
36.0	1.548533
37.0	1.548533
38.0	1.548533
39.0	1.548533
40.0	1.548533
41.0	1.548533
42.0	1.548533
43.0	1.548533
44.0	1.548533
45.0	1.548533
46.0	1.548533
47.0	1.548533
48.0	1.548533
49.0	1.548533
50.0	1.548533
51.0	1.548533
52.0	1.548533
53.0	1.548533
54.0	1.548533
55.0	1.548533
56.0	1.548533
57.0	1.548533
58.0	1.548533
59.0	1.548533
60.0	1.548533
61.0	1.548533
62.0	1.548533
63.0	1.548533
64.0	1.548533
65.0	1.548533
66.0	1.548533
67.0	1.548533
68.0	1.548533
69.0	1.548533
70.0	1.548533
71.0	1.548533
72.0	1.548533
73.0	1.548533
74.0	1.548533
75.0	1.548533
76.0	1.548533
77.0	1.548533
78.0	1.548533
79.0	1.548533
80.0	1.548533
81.0	1.548533
82.0	1.548533
83.0	1.548533
84.0	1.548533
85.0	1.548533
86.0	1.548533
87.0	1.548533
88.0	1.548533
89.0	1.548533
90.0	1.548533
91.0	1.548533
92.0	1.548533
93.0	1.548533
94.0	1.548533
95.0	1.548533
96.0	1.548533
97.0	1.548533
98.0	1.548533
99.0	1.548533
100.0	1.548533

